node_id,ip_address,latency_ms,throughput_mbps,total_storage_gb,free_storage_gb,distance_km,region,timestamp
router_000000,10.0.0.0,14.363502971184062,95.56428757689245,128,40.08609501227462,9.154327290224062,region_0,2025-08-12T18:32:26.443112
router_000001,10.1.0.1,31.14581882133978,18.99774242362026,128,43.97792655987208,14.216167670276528,region_1,2025-08-12T18:31:26.443112
router_000002,10.2.0.2,52.70181444490114,11.85260448662222,64,37.48994475200711,24.109014280728378,region_2,2025-08-12T18:30:26.443112
router_000003,10.3.0.3,50.01946914602536,99.29904033620957,32,18.690900933179197,23.10896825866745,region_3,2025-08-12T18:29:26.443112
router_000004,10.4.0.4,75.7986254660529,36.21062261782377,128,22.993743727186498,21.176652116597424,region_4,2025-08-12T18:28:26.443112
router_000005,10.0.0.5,29.34388797103648,30.949420638727382,64,40.33291826268561,3.395269841296216,region_0,2025-08-12T18:27:26.443112
router_000006,10.1.0.6,32.855860960340294,63.31731119758382,128,43.69731830313442,15.364459309522806,region_1,2025-08-12T18:26:26.443112
router_000007,10.2.0.7,46.26248129923857,11.193846504387988,32,48.45344148835517,22.221761547688686,region_2,2025-08-12T18:25:26.443112
router_000008,10.3.0.8,57.61534422933427,18.79049026057455,128,35.74685834714562,24.344951537848004,region_3,2025-08-12T18:24:26.443112
router_000009,10.4.0.9,85.8298727934041,25.602818815699486,32,16.645099172000762,30.10657312313274,region_4,2025-08-12T18:23:26.443112
router_000010,10.0.0.10,12.792776902235275,56.80612190600297,64,30.546514751899615,0.9540427406055995,region_0,2025-08-12T18:22:26.443112
router_000011,10.1.0.11,41.057119364874964,50.47787200327891,64,45.2672307692442,14.169549692760734,region_1,2025-08-12T18:21:26.443112
router_000012,10.2.0.12,58.04685587557792,17.964325184672756,128,28.437541701162065,24.436994353065565,region_2,2025-08-12T18:20:26.443112
router_000013,10.3.0.13,71.11334621695379,77.25880991236428,128,42.29318791183682,20.672923237057045,region_3,2025-08-12T18:19:26.443112
router_000014,10.4.0.14,72.02336274218452,58.84264748424236,32,18.332307756683708,22.896370616413535,region_4,2025-08-12T18:18:26.443112
router_000015,10.0.0.15,5.390910168529849,48.10613326357327,32,13.942205669037758,0.5800706982922348,region_0,2025-08-12T18:17:26.443112
router_000016,10.1.0.16,40.386535711370854,73.61716094628554,128,40.55789932390425,14.286419634324664,region_1,2025-08-12T18:16:26.443112
router_000017,10.2.0.17,58.15752196283373,68.59693229517501,128,43.251736000540966,17.01703477500395,region_2,2025-08-12T18:15:26.443112
router_000018,10.3.0.18,52.385252912260285,43.37364269784397,64,19.633249491203618,26.07928958590193,region_3,2025-08-12T18:14:26.443112
router_000019,10.4.0.19,80.93893678388032,89.84914683186939,32,22.231709363920544,34.589825383142006,region_4,2025-08-12T18:13:26.443112
router_000020,10.0.0.20,26.222845606652097,74.95565690483859,128,39.69352309795524,7.660036147283666,region_0,2025-08-12T18:12:26.443112
router_000021,10.1.0.21,33.06832073454985,48.47869165226947,64,24.770142583959654,8.424928433863245,region_1,2025-08-12T18:11:26.443112
router_000022,10.2.0.22,57.394089891837986,52.783320086390056,32,27.885681102411624,23.659713871928346,region_2,2025-08-12T18:10:26.443112
router_000023,10.3.0.23,56.232305728721876,46.93446307320668,128,14.137755113064623,29.171376773090724,region_3,2025-08-12T18:09:26.443112
router_000024,10.4.0.24,79.9716366622134,72.5306439735734,64,33.095932166020695,24.786688444646853,region_4,2025-08-12T18:08:26.443112
router_000025,10.0.0.25,7.637356495756765,51.08811134346192,64,44.747611651349075,5.203002804576473,region_0,2025-08-12T18:07:26.443112
router_000026,10.1.0.26,23.052198867516832,42.06680542692774,64,9.952336603745454,8.805059856858154,region_1,2025-08-12T18:06:26.443112
router_000027,10.2.0.27,45.67769471565641,83.62132893302439,32,18.715156617111305,12.887509870572655,region_2,2025-08-12T18:05:26.443112
router_000028,10.3.0.28,63.35223548438605,53.63469742230849,32,10.393941530015727,20.395419985352603,region_3,2025-08-12T18:04:26.443112
router_000029,10.4.0.29,88.57274259781298,39.088263881867974,32,23.172627697611837,21.44093758308023,region_4,2025-08-12T18:03:26.443112
router_000030,10.0.0.30,11.347885348358616,32.21884565547411,128,27.376182765157346,4.86273549234316,region_0,2025-08-12T18:02:26.443112
router_000031,10.1.0.31,27.12101235943669,13.319825261907951,32,48.94767301246938,11.460036693114354,region_1,2025-08-12T18:01:26.443112
router_000032,10.2.0.32,35.82626832251371,41.05641232240147,32,15.780285080013758,12.600975645322734,region_2,2025-08-12T18:00:26.443112
router_000033,10.3.0.33,62.23631900693908,98.70854086995406,128,35.246099633264535,26.543484422266403,region_3,2025-08-12T17:59:26.443112
router_000034,10.4.0.34,70.94093859981,75.53947137506736,32,33.453762376711076,29.686180806032972,region_4,2025-08-12T17:58:26.443112
router_000035,10.0.0.35,18.394367101868962,18.12607930489675,32,11.782289478444326,7.868882262740421,region_0,2025-08-12T17:57:26.443112
router_000036,10.1.0.36,37.39532016977205,87.25229243323479,128,14.910847140449674,15.811668220351258,region_1,2025-08-12T17:56:26.443112
router_000037,10.2.0.37,55.23752615349289,41.37993885625565,128,12.846489305224615,20.518597202485758,region_2,2025-08-12T17:55:26.443112
router_000038,10.3.0.38,59.66838365751343,94.30569898630611,32,35.40605526676764,26.160633728991193,region_3,2025-08-12T17:54:26.443112
router_000039,10.4.0.39,70.22679051844284,58.73031764448093,64,16.607373247182004,30.069768667495595,region_4,2025-08-12T17:53:26.443112
router_000040,10.0.0.40,25.430555005030396,59.96807304395161,32,15.883353090520325,1.8499901331855386,region_0,2025-08-12T17:52:26.443112
router_000041,10.1.0.41,42.43039394883317,91.03762514469975,128,13.491819875362072,9.543634612586636,region_1,2025-08-12T17:51:26.443112
router_000042,10.2.0.42,52.50894574931928,86.19950280144754,64,40.09439956359307,19.809458869237172,region_2,2025-08-12T17:50:26.443112
router_000043,10.3.0.43,52.10349912487622,24.54658426851524,64,35.10447146214029,23.919956010828592,region_3,2025-08-12T17:49:26.443112
router_000044,10.4.0.44,74.30706916404358,94.61200982120006,32,5.227771273079841,22.83171674555373,region_4,2025-08-12T17:48:26.443112
router_000045,10.0.0.45,18.718344734164653,72.27056779234239,32,15.09211892572519,10.82659870953927,region_0,2025-08-12T17:47:26.443112
router_000046,10.1.0.46,25.931227187420003,39.285972834334096,128,37.442296591345816,9.966881481859645,region_1,2025-08-12T17:46:26.443112
router_000047,10.2.0.47,48.563505763872485,55.7932669154884,64,16.934106545677643,14.037849828996713,region_2,2025-08-12T17:45:26.443112
router_000048,10.3.0.48,74.32526386881113,45.378795220008435,64,45.774445447334934,21.798718299901214,region_3,2025-08-12T17:44:26.443112
router_000049,10.4.0.49,73.7519601923669,68.05930258275083,128,27.163296221848874,23.331023323071644,region_4,2025-08-12T17:43:26.443112
router_000050,10.0.0.50,23.06130288153763,35.26951261967702,128,39.584930643783906,1.1322546904392894,region_0,2025-08-12T17:42:26.443112
router_000051,10.1.0.51,44.86376276993353,52.295006259184866,64,46.16889755992018,10.867301153703945,region_1,2025-08-12T17:41:26.443112
router_000052,10.2.0.52,35.386415413221684,93.54867063289528,32,29.874423507597047,18.798240802977155,region_2,2025-08-12T17:40:26.443112
router_000053,10.3.0.53,74.50828959290115,16.78116304055154,32,22.329397787086638,27.841481736994425,region_3,2025-08-12T17:39:26.443112
router_000054,10.4.0.54,72.92305012890694,25.254347201748324,32,22.76111600642625,32.741090540531516,region_4,2025-08-12T17:38:26.443112
router_000055,10.0.0.55,28.250420870270798,16.337451776458952,64,32.67532520146264,14.855780826511818,region_0,2025-08-12T17:37:26.443112
router_000056,10.1.0.56,23.5021003809131,56.64966871273631,64,19.514784390737024,17.80571202640778,region_1,2025-08-12T17:36:26.443112
router_000057,10.2.0.57,38.41553328605072,73.80198972191067,128,18.2116329919022,22.23573675443845,region_2,2025-08-12T17:35:26.443112
router_000058,10.3.0.58,70.25283486697953,88.03650867220934,32,8.671738118010817,15.575180510222808,region_3,2025-08-12T17:34:26.443112
router_000059,10.4.0.59,80.6973603737159,27.4846558160838,64,40.81067012462455,33.40507745635471,region_4,2025-08-12T17:33:26.443112
router_000060,10.0.0.60,13.449878921288395,43.802465737594964,64,24.731335535813912,10.244378961780392,region_0,2025-08-12T18:32:26.443112
router_000061,10.1.0.61,28.2038166868683,23.953745505496975,64,17.8943563457728,14.067082278250655,region_1,2025-08-12T18:31:26.443112
router_000062,10.2.0.62,35.762506248476235,13.361336987429297,64,18.646948160295025,18.287695194351503,region_2,2025-08-12T18:30:26.443112
router_000063,10.3.0.63,58.16628104490102,84.50821034088298,32,25.576932272617785,27.70933458767373,region_3,2025-08-12T18:29:26.443112
router_000064,10.4.0.64,69.85950084987182,47.02185145510107,128,33.6843455674193,31.028324338978592,region_4,2025-08-12T18:28:26.443112
router_000065,10.0.0.65,29.396301986563365,56.46703134710758,64,6.84803825455441,6.282903070949521,region_0,2025-08-12T18:27:26.443112
router_000066,10.1.0.66,30.83801843951855,76.96383786992038,64,6.1407834536955885,19.458402012829914,region_1,2025-08-12T18:26:26.443112
router_000067,10.2.0.67,55.89950301280514,72.63767854843282,32,7.618711797879962,23.770599050583968,region_2,2025-08-12T18:25:26.443112
router_000068,10.3.0.68,61.05880574327761,31.58086232416629,64,37.156816521502805,25.072861962407103,region_3,2025-08-12T18:24:26.443112
router_000069,10.4.0.69,71.99834742364857,95.93787525968747,128,34.57000978250751,26.81725703082942,region_4,2025-08-12T18:23:26.443112
router_000070,10.0.0.70,23.250982914045462,14.294451492248392,64,21.01877053930677,11.488768601733351,region_0,2025-08-12T18:22:26.443112
router_000071,10.1.0.71,20.359837215743898,20.446537645622463,32,9.237064472085205,10.015492986173765,region_1,2025-08-12T18:21:26.443112
router_000072,10.2.0.72,59.48776321553771,25.77972429004047,64,39.351399035175994,22.2002381672363,region_2,2025-08-12T18:20:26.443112
router_000073,10.3.0.73,58.65760802723502,51.82064316456503,32,22.932713047881805,24.429826421757138,region_3,2025-08-12T18:19:26.443112
router_000074,10.4.0.74,80.8773412716911,14.077360879484006,128,5.688704313067314,34.0348264671525,region_4,2025-08-12T18:18:26.443112
router_000075,10.0.0.75,17.52599709788148,58.54397035600563,32,12.332049218664336,1.5232468373062327,region_0,2025-08-12T18:17:26.443112
router_000076,10.1.0.76,36.06048195515789,12.386017948745963,128,41.042718260707986,15.318940964553235,region_1,2025-08-12T18:16:26.443112
router_000077,10.2.0.77,49.33417604179833,21.565031791051915,32,29.552755519217072,24.151239727259615,region_2,2025-08-12T18:15:26.443112
router_000078,10.3.0.78,59.652565945019354,96.50715074415228,64,14.300796194453543,19.47243634615644,region_3,2025-08-12T18:14:26.443112
router_000079,10.4.0.79,70.36472799270935,43.953317490517826,32,9.249933234016778,30.403598214537176,region_4,2025-08-12T18:13:26.443112
router_000080,10.0.0.80,6.779716211505725,38.70780672643852,64,35.67261510377554,5.4390562572314805,region_0,2025-08-12T18:12:26.443112
router_000081,10.1.0.81,26.517363205897578,54.64337088640656,64,36.353172441386775,14.619671278308317,region_1,2025-08-12T18:11:26.443112
router_000082,10.2.0.82,56.936800338176326,76.15639394234972,32,48.541124818411134,18.445592307097264,region_2,2025-08-12T18:10:26.443112
router_000083,10.3.0.83,60.58677355770296,61.16682553749625,128,49.5727313900303,21.482956315215684,region_3,2025-08-12T18:09:26.443112
router_000084,10.4.0.84,74.30045214481957,79.87716646677971,128,46.88407965216041,32.94698490172367,region_4,2025-08-12T18:08:26.443112
router_000085,10.0.0.85,15.72485068437546,77.57839610123476,32,15.720626858179076,5.977068849556275,region_0,2025-08-12T18:07:26.443112
router_000086,10.1.0.86,33.35818683826409,54.690507161476994,32,19.402232046377527,18.485086813194908,region_1,2025-08-12T18:06:26.443112
router_000087,10.2.0.87,44.73004196835408,10.975388633226853,32,43.12144148430154,15.64612526170945,region_2,2025-08-12T18:05:26.443112
router_000088,10.3.0.88,73.9200221281614,70.90929139818729,128,27.186154599731225,16.707623962331265,region_3,2025-08-12T18:04:26.443112
router_000089,10.4.0.89,67.29260368146203,64.21968333110071,128,14.572755276090303,34.219820871784506,region_4,2025-08-12T18:03:26.443112
router_000090,10.0.0.90,24.532401261780063,20.211814181570322,32,27.248913711616165,1.3346020202413422,region_0,2025-08-12T18:02:26.443112
router_000091,10.1.0.91,33.738222058093385,49.73774512360393,128,29.5662096574245,15.73455651624107,region_1,2025-08-12T18:01:26.443112
router_000092,10.2.0.92,59.21629859935337,71.92270091575352,64,32.81981284923175,11.966278803780458,region_2,2025-08-12T18:00:26.443112
router_000093,10.3.0.93,52.102670152874936,73.08722183132079,64,22.849322087941335,28.43250517726326,region_3,2025-08-12T17:59:26.443112
router_000094,10.4.0.94,68.66512054230064,56.19935518231536,64,49.3987810325529,25.926926538463746,region_4,2025-08-12T17:58:26.443112
router_000095,10.0.0.95,14.266053676672273,83.15196105317523,128,45.84621678568458,9.082386712908622,region_0,2025-08-12T17:57:26.443112
router_000096,10.1.0.96,28.755456167507838,73.73630760248798,128,39.97161121673466,13.596861621169174,region_1,2025-08-12T17:56:26.443112
router_000097,10.2.0.97,45.605550231174405,91.57189465852623,128,24.55033300197221,14.178391521160512,region_2,2025-08-12T17:55:26.443112
router_000098,10.3.0.98,60.13005216953543,61.432572268450954,32,42.02556583445119,26.29106902567782,region_3,2025-08-12T17:54:26.443112
router_000099,10.4.0.99,82.02598567742272,31.375582416322295,32,21.86917607856668,24.642825251086983,region_4,2025-08-12T17:53:26.443112
router_000100,10.0.0.100,26.714978204736507,30.123625466750738,64,41.09491620620303,14.679559696936927,region_0,2025-08-12T17:52:26.443112
router_000101,10.1.0.101,33.900125966064614,39.041774944982535,64,46.60894986006182,18.827177871540563,region_1,2025-08-12T17:51:26.443112
router_000102,10.2.0.102,41.324754199731025,72.58700107959828,32,28.539402987656697,19.62628025296131,region_2,2025-08-12T17:50:26.443112
router_000103,10.3.0.103,67.39371722461543,50.90869582909959,32,36.36162751387167,21.07092655499869,region_3,2025-08-12T17:49:26.443112
router_000104,10.4.0.104,83.42751764607547,92.37289075021957,64,47.76851678344514,33.408824866418286,region_4,2025-08-12T17:48:26.443112
router_000105,10.0.0.105,16.391418819642823,65.8119338021383,64,13.465452187569259,7.223626871629741,region_0,2025-08-12T17:47:26.443112
router_000106,10.1.0.106,28.833805700651318,62.529050066578485,32,48.847766344977494,19.80005579495424,region_1,2025-08-12T17:46:26.443112
router_000107,10.2.0.107,52.45404285049363,58.24867297097084,32,23.50430243924838,19.24033728933783,region_2,2025-08-12T17:45:26.443112
router_000108,10.3.0.108,56.77394106287825,21.986661270137475,128,42.0141759315426,29.2720987427329,region_3,2025-08-12T17:44:26.443112
router_000109,10.4.0.109,83.142987709709,65.20736763422109,64,8.723678901588777,33.211591545923994,region_4,2025-08-12T17:43:26.443112
router_000110,10.0.0.110,18.78969681360175,24.835083502330086,32,39.99210276808515,7.465366187062142,region_0,2025-08-12T17:42:26.443112
router_000111,10.1.0.111,44.63215126663761,43.906507294414666,64,22.14008854839597,19.563758768311747,region_1,2025-08-12T17:41:26.443112
router_000112,10.2.0.112,56.05297307839272,85.44958342400241,64,6.656984043619612,12.440855722609182,region_2,2025-08-12T17:40:26.443112
router_000113,10.3.0.113,50.341799120674935,16.782315431721607,32,29.04558237632584,26.37370586731459,region_3,2025-08-12T17:39:26.443112
router_000114,10.4.0.114,87.82914380644107,62.663457909292475,32,47.51445784470926,32.81988716482247,region_4,2025-08-12T17:38:26.443112
router_000115,10.0.0.115,11.18370254357994,50.54897217790842,64,16.31490977803093,4.483611056875677,region_0,2025-08-12T17:37:26.443112
router_000116,10.1.0.116,25.18069122520141,89.0398600731273,64,21.11732231147782,7.146585086894621,region_1,2025-08-12T17:36:26.443112
router_000117,10.2.0.117,51.78932988981999,56.827693081341394,64,42.411717052812556,14.962769976680217,region_2,2025-08-12T17:35:26.443112
router_000118,10.3.0.118,70.40964338032656,97.11763888958407,64,44.44941211962553,21.350501560079756,region_3,2025-08-12T17:34:26.443112
router_000119,10.4.0.119,68.35038071126601,12.590440868200508,128,40.31007187749393,29.770739676126514,region_4,2025-08-12T17:33:26.443112
router_000120,10.0.0.120,25.126116687984048,91.28359528089636,64,20.776440146296864,9.05380645939218,region_0,2025-08-12T18:32:26.443112
router_000121,10.1.0.121,29.806101127493307,49.37274298213561,128,37.68786646926027,13.437971450037118,region_1,2025-08-12T18:31:26.443112
router_000122,10.2.0.122,46.27276118540261,91.94241505629458,64,32.993901510254304,23.004273776827805,region_2,2025-08-12T18:30:26.443112
router_000123,10.3.0.123,73.73801559144106,23.236613283613416,32,27.14523318857922,19.244543630334896,region_3,2025-08-12T18:29:26.443112
router_000124,10.4.0.124,76.47839390595654,98.20293177569293,32,20.63360337014364,23.532396470638457,region_4,2025-08-12T18:28:26.443112
router_000125,10.0.0.125,19.49124836179346,40.740688941089054,128,10.799587485979215,2.3566646648877003,region_0,2025-08-12T18:27:26.443112
router_000126,10.1.0.126,23.797567337807358,22.49444553844691,32,45.35547844577053,12.372443783811649,region_1,2025-08-12T18:26:26.443112
router_000127,10.2.0.127,51.68894346302568,25.508788408146685,64,15.073207965784427,22.415964234244512,region_2,2025-08-12T18:25:26.443112
router_000128,10.3.0.128,58.627065695559665,41.285729303441514,64,8.991614019067502,17.24922013095871,region_3,2025-08-12T18:24:26.443112
router_000129,10.4.0.129,76.51946920081815,28.570034656521326,64,10.793677923483976,25.286442942997255,region_4,2025-08-12T18:23:26.443112
router_000130,10.0.0.130,13.039569117000726,18.306152760587146,128,33.255517527090845,1.6855059632586427,region_0,2025-08-12T18:22:26.443112
router_000131,10.1.0.131,41.839465602669435,92.87851604786319,32,5.116776097264095,18.09036605201601,region_1,2025-08-12T18:21:26.443112
router_000132,10.2.0.132,37.112925192017045,63.75502740298875,128,29.146579069429965,23.89860550705778,region_2,2025-08-12T18:20:26.443112
router_000133,10.3.0.133,55.90291332793511,78.3959868043827,64,25.814062225991655,26.33832860293947,region_3,2025-08-12T18:19:26.443112
router_000134,10.4.0.134,65.91708007226495,32.719324990961866,128,35.9224477431499,32.74438975318762,region_4,2025-08-12T18:18:26.443112
router_000135,10.0.0.135,23.740405800214685,12.742493746023474,64,25.13355650705546,8.222950363597835,region_0,2025-08-12T18:17:26.443112
router_000136,10.1.0.136,26.06176259086824,34.231890785444286,32,13.202774531418113,13.677493834273127,region_1,2025-08-12T18:16:26.443112
router_000137,10.2.0.137,56.017749646948275,18.028389584085055,64,10.389295931866304,23.41264557072848,region_2,2025-08-12T18:15:26.443112
router_000138,10.3.0.138,64.83981133885122,71.11920872300406,128,34.19702781312092,22.453940475436628,region_3,2025-08-12T18:14:26.443112
router_000139,10.4.0.139,79.60498711785424,76.31402278554216,128,38.54477633829485,26.75906342033035,region_4,2025-08-12T18:13:26.443112
router_000140,10.0.0.140,8.189507569889095,35.539831521885205,64,45.48413287152555,9.309550723256805,region_0,2025-08-12T18:12:26.443112
router_000141,10.1.0.141,26.108828886616365,54.842292806404615,64,32.25986687105993,8.93978848017192,region_1,2025-08-12T18:11:26.443112
router_000142,10.2.0.142,37.54456181551009,23.75732252658988,128,26.951441036393206,22.836854008624123,region_2,2025-08-12T18:10:26.443112
router_000143,10.3.0.143,52.197190613503594,82.52783980670291,128,42.904131588418174,16.248714429180435,region_3,2025-08-12T18:09:26.443112
router_000144,10.4.0.144,65.45606203570902,72.72653161297794,128,45.347461833830934,28.85197705818207,region_4,2025-08-12T18:08:26.443112
router_000145,10.0.0.145,27.93489032713829,10.477000575784487,64,16.605627217022292,2.9778700171559542,region_0,2025-08-12T18:07:26.443112
router_000146,10.1.0.146,36.71608049811077,93.64383902148272,128,29.076652942020974,12.410982519832974,region_1,2025-08-12T18:06:26.443112
router_000147,10.2.0.147,55.964563967565624,28.45698041345132,64,19.565565638190968,16.668828359938043,region_2,2025-08-12T18:05:26.443112
router_000148,10.3.0.148,62.690259467111375,31.816875917357223,128,36.825354304,26.632802770921163,region_3,2025-08-12T18:04:26.443112
router_000149,10.4.0.149,67.18225448974188,55.54935607234123,128,26.651304583466786,28.222546771997994,region_4,2025-08-12T18:03:26.443112
router_000150,10.0.0.150,6.295588420560673,40.294385037452855,64,29.687140307216893,8.459368708390171,region_0,2025-08-12T18:02:26.443112
router_000151,10.1.0.151,25.043261558255896,71.611439309185,32,11.247114804890916,5.5393080415077804,region_1,2025-08-12T18:01:26.443112
router_000152,10.2.0.152,37.91740160354203,52.5849580946703,64,23.532841136627084,15.558589864873433,region_2,2025-08-12T18:00:26.443112
router_000153,10.3.0.153,73.23822860619565,84.75574670089563,64,10.593375056849514,26.097578390452842,region_3,2025-08-12T17:59:26.443112
